Metadata_JCP2022,Metadata_broad_sample,Metadata_Name,Metadata_Vector,Metadata_Transcript,l,Metadata_NCBI_Gene_ID,Metadata_Taxon_ID,Metadata_Gene_Description,Metadata_Prot_Match,Metadata_Insert_Length,Metadata_pert_type
JCP2022_903975,ccsbBroad304_04245,ORF000926.1_TRC304.1,pLX_304,NM_030915.4,LBH,81606,9606,LBH regulator of WNT signaling pathway,100,315,trt
JCP2022_903976,ccsbBroad304_04246,ORF003905.1_TRC304.1,pLX_304,NM_030916.3,NECTIN4,81607,9606,nectin cell adhesion molecule 4,100,1530,trt
JCP2022_903977,ccsbBroad304_04247,ORF014986.1_TRC304.1,pLX_304,NM_001012514.3,ITM2C,81618,9606,integral membrane protein 2C,100,660,trt
JCP2022_903978,ccsbBroad304_04248,ORF006320.1_TRC304.1,pLX_304,NM_030930.4,UNC93B1,81622,9606,"unc-93 homolog B1, TLR signaling regulator",100,1791,trt
JCP2022_903979,ccsbBroad304_04249,ORF013801.1_TRC304.1,pLX_304,NM_030932.3,DIAPH3,81624,9606,diaphanous related formin 3,100,2547,trt
JCP2022_903980,ccsbBroad304_04250,ORF016984.1_TRC304.1,pLX_304,NM_030934.5,TRMT1L,81627,9606,tRNA methyltransferase 1 like,100,2199,trt
JCP2022_903981,ccsbBroad304_04251,ORF000687.1_TRC304.1,pLX_304,NM_001303043.2,TSC22D4,81628,9606,TSC22 domain family member 4,100,1185,trt
JCP2022_903982,ccsbBroad304_04252,ORF014102.1_TRC304.1,pLX_304,NM_022818.5,MAP1LC3B,81631,9606,microtubule associated protein 1 light chain 3 beta,100,375,trt
JCP2022_903983,ccsbBroad304_04253,ORF000722.1_TRC304.1,pLX_304,NM_001017388.2,TLR10,81793,9606,toll like receptor 10,100,2433,trt
JCP2022_903984,ccsbBroad304_04254,ORF009313.1_TRC304.1,pLX_304,NM_001172412.1,VANGL1,81839,9606,VANGL planar cell polarity protein 1,100,1572,trt
JCP2022_903985,ccsbBroad304_04255,ORF001673.1_TRC304.1,pLX_304,NM_030961.3,TRIM56,81844,9606,tripartite motif containing 56,100,2265,trt
JCP2022_903986,ccsbBroad304_04256,ORF003116.1_TRC304.1,pLX_304,NM_001242844.1,RNF146,81847,9606,ring finger protein 146,100,1074,trt
JCP2022_903987,ccsbBroad304_04257,ORF018244.1_TRC304.1,pLX_304,NM_001127496.2,SPRY4,81848,9606,sprouty RTK signaling antagonist 4,100,897,trt
JCP2022_903988,ccsbBroad304_04258,ORF003793.1_TRC304.1,pLX_304,NM_030965.3,ST6GALNAC5,81849,9606,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",100,1008,trt
JCP2022_903989,ccsbBroad304_04259,ORF004462.1_TRC304.1,pLX_304,NM_030969.5,TMEM14B,81853,9606,transmembrane protein 14B,100,342,trt
JCP2022_903990,ccsbBroad304_04260,ORF011746.1_TRC304.1,pLX_304,NM_030971.3,SFXN3,81855,9606,sideroflexin 3,100,975,trt
JCP2022_903991,ccsbBroad304_04261,ORF014230.1_TRC304.1,pLX_304,NM_030981.3,RAB1B,81876,9606,"RAB1B, member RAS oncogene family",100,603,trt
JCP2022_903992,ccsbBroad304_04262,ORF008330.1_TRC304.1,pLX_304,NM_001142398.1,FAHD1,81889,9606,fumarylacetoacetate hydrolase domain containing 1,100,678,trt
JCP2022_903993,ccsbBroad304_04263,ORF008920.1_TRC304.1,pLX_304,NM_001130111.2,ABHD17A,81926,9606,abhydrolase domain containing 17A,100,930,trt
JCP2022_903994,ccsbBroad304_04264,ORF005933.1_TRC304.1,pLX_304,NM_001304511.2,HDHD3,81932,9606,haloacid dehalogenase like hydrolase domain containing 3,100,753,trt
JCP2022_903995,ccsbBroad304_04265,ORF018119.1_TRC304.1,pLX_304,NM_152310.3,ELOVL3,83401,9606,ELOVL fatty acid elongase 3,100,810,trt
JCP2022_903996,ccsbBroad304_04266,ORF014848.1_TRC304.1,pLX_304,NM_031286.4,SH3BGRL3,83442,9606,SH3 domain binding glutamate rich protein like 3,100,279,trt
JCP2022_903997,ccsbBroad304_04267,ORF012407.1_TRC304.1,pLX_304,NM_031291.4,SLC25A31,83447,9606,solute carrier family 25 member 31,100,945,trt
JCP2022_903998,ccsbBroad304_04268,ORF011279.1_TRC304.1,pLX_304,NM_001130090.1,DRC3,83450,9606,dynein regulatory complex subunit 3,100,1569,trt
JCP2022_903999,ccsbBroad304_04269,ORF017434.1_TRC304.1,pLX_304,NM_001014764.2,EMC6,83460,9606,ER membrane protein complex subunit 6,100,330,trt
JCP2022_904000,ccsbBroad304_04270,ORF014709.1_TRC304.1,pLX_304,NM_031299.6,CDCA3,83461,9606,cell division cycle associated 3,100,804,trt
JCP2022_904001,ccsbBroad304_04271,ORF013405.1_TRC304.1,pLX_304,NM_031300.4,MXD3,83463,9606,MAX dimerization protein 3,100,618,trt
JCP2022_904002,ccsbBroad304_04272,ORF014776.1_TRC304.1,pLX_304,NM_001316967.1,GLT8D2,83468,9606,glycosyltransferase 8 domain containing 2,100,1047,trt
JCP2022_904003,ccsbBroad304_04273,ORF002563.1_TRC304.1,pLX_304,NM_031304.5,DOHH,83475,9606,deoxyhypusine hydroxylase,100,906,trt
JCP2022_904004,ccsbBroad304_04274,ORF012254.1_TRC304.1,pLX_304,NM_031310.3,PLVAP,83483,9606,plasmalemma vesicle associated protein,100,1326,trt
JCP2022_904005,ccsbBroad304_04275,ORF004606.1_TRC304.1,pLX_304,NM_031423.4,NUF2,83540,9606,NUF2 component of NDC80 kinetochore complex,100,1392,trt
JCP2022_904006,ccsbBroad304_04276,ORF016338.1_TRC304.1,pLX_304,NM_031429.2,RTBDN,83546,9606,retbindin,100,783,trt
JCP2022_904007,ccsbBroad304_04277,ORF010114.1_TRC304.1,pLX_304,NM_031434.4,TMUB1,83590,9606,transmembrane and ubiquitin like domain containing 1,100,738,trt
JCP2022_904008,ccsbBroad304_04278,ORF017064.1_TRC304.1,pLX_304,NM_031435.4,THAP2,83591,9606,THAP domain containing 2,100,684,trt
JCP2022_904009,ccsbBroad304_04279,ORF001318.1_TRC304.1,pLX_304,NM_138639.1,BCL2L12,83596,9606,BCL2 like 12,100,1002,trt
JCP2022_904010,ccsbBroad304_04280,ORF001766.1_TRC304.1,pLX_304,NM_031440.2,RTP3,83597,9606,receptor transporter protein 3,100,696,trt
JCP2022_904011,ccsbBroad304_04281,ORF006900.1_TRC304.1,pLX_304,NM_031443.3,CCM2,83605,9606,CCM2 scaffold protein,100,1332,trt
JCP2022_904012,ccsbBroad304_04282,ORF006819.1_TRC304.1,pLX_304,NM_031445.2,AMMECR1L,83607,9606,AMMECR1 like,100,930,trt
JCP2022_904013,ccsbBroad304_04283,ORF007911.1_TRC304.1,pLX_304,NM_031446.5,C18orf21,83608,9606,chromosome 18 open reading frame 21,100,660,trt
JCP2022_904014,ccsbBroad304_04284,ORF006548.1_TRC304.1,pLX_304,NM_031452.4,RAMAC,83640,9606,RNA guanine-7 methyltransferase activating subunit,100,354,trt
JCP2022_904015,ccsbBroad304_04285,ORF010342.1_TRC304.1,pLX_304,NM_054028.1,SLC35G5,83650,9606,solute carrier family 35 member G5,100,1014,trt
JCP2022_904016,ccsbBroad304_04286,ORF016229.1_TRC304.1,pLX_304,NM_031462.4,CD99L2,83692,9606,CD99 molecule like 2,100,786,trt
JCP2022_904017,ccsbBroad304_04287,ORF011907.1_TRC304.1,pLX_304,NM_031463.5,HSDL1,83693,9606,hydroxysteroid dehydrogenase like 1,100,990,trt
JCP2022_904018,ccsbBroad304_04288,ORF013024.1_TRC304.1,pLX_304,XM_011537211.3,RPS6KL1,83694,9606,ribosomal protein S6 kinase like 1,92.5,1623,trt
JCP2022_904019,ccsbBroad304_04289,ORF015783.1_TRC304.1,pLX_304,NM_031469.4,SH3BGRL2,83699,9606,SH3 domain binding glutamate rich protein like 2,100,321,trt
JCP2022_904020,ccsbBroad304_04290,ORF016979.1_TRC304.1,pLX_304,NM_032801.5,JAM3,83700,9606,junctional adhesion molecule 3,100,930,trt
JCP2022_904021,ccsbBroad304_04291,ORF011337.1_TRC304.1,pLX_304,NM_031474.3,NRIP2,83714,9606,nuclear receptor interacting protein 2,100,843,trt
JCP2022_904022,ccsbBroad304_04292,ORF010752.1_TRC304.1,pLX_304,NM_031479.5,INHBE,83729,9606,inhibin subunit beta E,100,1050,trt
JCP2022_904023,ccsbBroad304_04293,ORF011719.1_TRC304.1,pLX_304,NM_001303484.1,SLC25A18,83733,9606,solute carrier family 25 member 18,100,945,trt
JCP2022_904024,ccsbBroad304_04294,ORF000438.1_TRC304.1,pLX_304,NM_031482.5,ATG10,83734,9606,autophagy related 10,100,660,trt
JCP2022_904025,ccsbBroad304_04295,ORF013544.1_TRC304.1,pLX_304,NM_080720.1,H2AB3,83740,9606,H2A.B variant histone 3,100,345,trt
JCP2022_904026,ccsbBroad304_04296,ORF009679.1_TRC304.1,pLX_304,NM_031486.4,ZNF484,83744,9606,zinc finger protein 484,100,2556,trt
JCP2022_904027,ccsbBroad304_04297,ORF001321.1_TRC304.1,pLX_304,NM_031854.3,KRTAP4-12,83755,9606,keratin associated protein 4-12,100,603,trt
JCP2022_904028,ccsbBroad304_04299,ORF007809.1_TRC304.1,pLX_304,NM_001135105.2,KCNK16,83795,9606,potassium two pore domain channel subfamily K member 16,100,966,trt
JCP2022_904029,ccsbBroad304_04300,ORF007689.1_TRC304.1,pLX_304,NM_031924.6,RSPH3,83861,9606,radial spoke head 3,100,1680,trt
JCP2022_904030,ccsbBroad304_04301,ORF014467.1_TRC304.1,pLX_304,NM_001144942.2,RAB34,83871,9606,"RAB34, member RAS oncogene family",100,753,trt
JCP2022_904031,ccsbBroad304_04302,ORF003600.1_TRC304.1,pLX_304,NM_078473.3,TM2D2,83877,9606,TM2 domain containing 2,100,642,trt
JCP2022_904032,ccsbBroad304_04303,ORF000013.1_TRC304.1,pLX_304,NM_145810.3,CDCA7,83879,9606,cell division cycle associated 7,100,1113,trt
JCP2022_904033,ccsbBroad304_04304,ORF000564.1_TRC304.1,pLX_304,NM_031958.2,KRTAP3-1,83896,9606,keratin associated protein 3-1,100,294,trt
JCP2022_904034,ccsbBroad304_04305,ORF018477.1_TRC304.1,pLX_304,NM_031959.3,KRTAP3-2,83897,9606,keratin associated protein 3-2,100,294,trt
JCP2022_904035,ccsbBroad304_04306,ORF004275.1_TRC304.1,pLX_304,NM_031963.3,KRTAP9-8,83901,9606,keratin associated protein 9-8,98.7,477,trt
JCP2022_904036,ccsbBroad304_04307,ORF012923.1_TRC304.1,pLX_304,NM_032016.4,STARD3NL,83930,9606,STARD3 N-terminal like,100,702,trt
JCP2022_904037,ccsbBroad304_04309,ORF014011.1_TRC304.1,pLX_304,NM_032019.6,HDAC10,83933,9606,histone deacetylase 10,100,2007,trt
JCP2022_904038,ccsbBroad304_04310,ORF007975.1_TRC304.1,pLX_304,BC093843.1,ARHGAP42,143872,9606,NA,,387,trt
JCP2022_904039,ccsbBroad304_04311,ORF000196.1_TRC304.1,pLX_304,NM_032027.3,TM2D1,83941,9606,TM2 domain containing 1,100,621,trt
JCP2022_904040,ccsbBroad304_04312,ORF002059.1_TRC304.1,pLX_304,NR_045612.1,VN1R10P,387316,9606,vomeronasal 1 receptor 10 pseudogene,,567,trt
JCP2022_904041,ccsbBroad304_04313,ORF018196.1_TRC304.1,pLX_304,NM_001040630.1,NCALD,83988,9606,neurocalcin delta,100,579,trt
JCP2022_904042,ccsbBroad304_04314,ORF001047.1_TRC304.1,pLX_304,NM_032042.6,FAM172A,83989,9606,family with sequence similarity 172 member A,100,1248,trt
JCP2022_904043,ccsbBroad304_04315,ORF007520.1_TRC304.1,pLX_304,NM_032044.4,REG4,83998,9606,regenerating family member 4,100,474,trt
JCP2022_904044,ccsbBroad304_04316,ORF003097.1_TRC304.1,pLX_304,NM_032047.5,B3GNT5,84002,9606,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",100,1134,trt
JCP2022_904045,ccsbBroad304_04317,ORF006139.1_TRC304.1,pLX_304,NM_001014380.3,KATNAL1,84056,9606,katanin catalytic subunit A1 like 1,100,1470,trt
JCP2022_904046,ccsbBroad304_04318,ORF017049.1_TRC304.1,pLX_304,NM_032117.4,MND1,84057,9606,meiotic nuclear divisions 1,100,615,trt
JCP2022_904047,ccsbBroad304_04319,ORF009210.1_TRC304.1,pLX_304,NM_001320824.2,WDR54,84058,9606,WD repeat domain 54,100,1002,trt
JCP2022_904048,ccsbBroad304_04320,ORF006302.1_TRC304.1,pLX_304,NM_032120.4,RBM48,84060,9606,RNA binding motif protein 48,100,1101,trt
JCP2022_904049,ccsbBroad304_04321,ORF012806.1_TRC304.1,pLX_304,NM_032122.4,DTNBP1,84062,9606,dystrobrevin binding protein 1,100,1053,trt
JCP2022_904050,ccsbBroad304_04322,ORF004731.1_TRC304.1,pLX_304,NM_032124.5,HDHD2,84064,9606,haloacid dehalogenase like hydrolase domain containing 2,100,777,trt
JCP2022_904051,ccsbBroad304_04323,ORF000112.1_TRC304.1,pLX_304,NM_001170722.2,TEX35,84066,9606,testis expressed 35,100,645,trt
JCP2022_904052,ccsbBroad304_04324,ORF002532.1_TRC304.1,pLX_304,NM_032132.5,HORMAD1,84072,9606,HORMA domain containing 1,100,1182,trt
JCP2022_904053,ccsbBroad304_04325,ORF014688.1_TRC304.1,pLX_304,NM_001184957.2,C3orf20,84077,9606,chromosome 3 open reading frame 20,100,2346,trt
JCP2022_904054,ccsbBroad304_04326,ORF017332.1_TRC304.1,pLX_304,NM_032138.7,KBTBD7,84078,9606,kelch repeat and BTB domain containing 7,100,2052,trt
JCP2022_904055,ccsbBroad304_04327,ORF008046.1_TRC304.1,pLX_304,NM_032139.3,ANKRD27,84079,9606,ankyrin repeat domain 27,100,3150,trt
JCP2022_904056,ccsbBroad304_04328,ORF012227.1_TRC304.1,pLX_304,NM_032140.3,ENKD1,84080,9606,enkurin domain containing 1,100,1038,trt
JCP2022_904057,ccsbBroad304_04329,ORF016239.1_TRC304.1,pLX_304,NM_177976.3,ARL6,84100,9606,ADP ribosylation factor like GTPase 6,100,558,trt
JCP2022_904058,ccsbBroad304_04330,ORF004721.1_TRC304.1,pLX_304,NM_032151.5,PCBD2,84105,9606,pterin-4 alpha-carbinolamine dehydratase 2,100,390,trt
JCP2022_904059,ccsbBroad304_04331,ORF015866.1_TRC304.1,pLX_304,NM_032164.4,ZNF394,84124,9606,zinc finger protein 394,100,1683,trt
JCP2022_904060,ccsbBroad304_04332,ORF002729.1_TRC304.1,pLX_304,NM_032169.5,ACAD11,84129,9606,acyl-CoA dehydrogenase family member 11,100,2340,trt
JCP2022_904061,ccsbBroad304_04333,ORF003217.1_TRC304.1,pLX_304,NM_032172.3,USP42,84132,9606,ubiquitin specific peptidase 42,100,3948,trt
JCP2022_904062,ccsbBroad304_04335,ORF018027.1_TRC304.1,pLX_304,NM_001369524.1,EVA1A,84141,9606,"eva-1 homolog A, regulator of programmed cell death",100,456,trt
JCP2022_904063,ccsbBroad304_04336,ORF013888.1_TRC304.1,pLX_304,NM_001242464.2,PPP1R1B,84152,9606,protein phosphatase 1 regulatory inhibitor subunit 1B,100,504,trt
JCP2022_904064,ccsbBroad304_04337,ORF009448.1_TRC304.1,pLX_304,NM_001369921.1,ASCC2,84164,9606,activating signal cointegrator 1 complex subunit 2,100,2271,trt
JCP2022_904065,ccsbBroad304_04338,ORF017037.1_TRC304.1,pLX_304,NM_018153.3,ANTXR1,84168,9606,ANTXR cell adhesion molecule 1,100,999,trt
JCP2022_904066,ccsbBroad304_04339,ORF008414.1_TRC304.1,pLX_304,NM_032214.4,SLA2,84174,9606,Src like adaptor 2,100,783,trt
JCP2022_904067,ccsbBroad304_04340,ORF002725.1_TRC304.1,pLX_304,NM_001353849.2,TMEM164,84187,9606,transmembrane protein 164,100,891,trt
JCP2022_904068,ccsbBroad304_04341,ORF003952.1_TRC304.1,pLX_304,NM_032229.3,SLITRK6,84189,9606,SLIT and NTRK like family member 6,99.8,2523,trt
JCP2022_904069,ccsbBroad304_04342,ORF003100.1_TRC304.1,pLX_304,NM_001277971.1,POMK,84197,9606,protein O-mannose kinase,100,1050,trt
JCP2022_904070,ccsbBroad304_04343,ORF003668.1_TRC304.1,pLX_304,NM_032261.5,SPATC1L,84221,9606,spermatogenesis and centriole associated 1 like,100,558,trt
JCP2022_904071,ccsbBroad304_04344,ORF004800.1_TRC304.1,pLX_304,NM_001349069.1,RHBDD1,84236,9606,rhomboid domain containing 1,100,945,trt
JCP2022_904072,ccsbBroad304_04345,ORF008680.1_TRC304.1,pLX_304,NM_032286.3,MED10,84246,9606,mediator complex subunit 10,100,405,trt
JCP2022_904073,ccsbBroad304_04346,ORF014686.1_TRC304.1,pLX_304,NM_207113.3,SLC37A3,84255,9606,solute carrier family 37 member 3,100,1482,trt
JCP2022_904074,ccsbBroad304_04348,ORF003559.1_TRC304.1,pLX_304,NM_001143852.2,TCHP,84260,9606,trichoplein keratin filament binding,100,1494,trt
JCP2022_904075,ccsbBroad304_04350,ORF018138.1_TRC304.1,pLX_304,NM_032305.3,POLR3GL,84265,9606,RNA polymerase III subunit G like,100,654,trt
JCP2022_904076,ccsbBroad304_04351,ORF006260.1_TRC304.1,pLX_304,NM_032306.4,ALKBH7,84266,9606,alkB homolog 7,100,663,trt
JCP2022_904077,ccsbBroad304_04352,ORF003669.1_TRC304.1,pLX_304,NM_032309.4,CHCHD5,84269,9606,coiled-coil-helix-coiled-coil-helix domain containing 5,100,330,trt
JCP2022_904078,ccsbBroad304_04353,ORF001223.1_TRC304.1,pLX_304,NM_032313.4,NOA1,84273,9606,nitric oxide associated 1,100,2094,trt
JCP2022_904079,ccsbBroad304_04354,ORF017749.1_TRC304.1,pLX_304,NM_032316.3,NICN1,84276,9606,nicolin 1,100,639,trt
JCP2022_904080,ccsbBroad304_04355,ORF017844.1_TRC304.1,pLX_304,NM_032322.4,RNF135,84282,9606,ring finger protein 135,100,1296,trt
JCP2022_904081,ccsbBroad304_04356,ORF017740.1_TRC304.1,pLX_304,NM_032323.3,TMEM79,84283,9606,transmembrane protein 79,100,1182,trt
JCP2022_904082,ccsbBroad304_04357,ORF008787.1_TRC304.1,pLX_304,NM_032326.4,TMEM175,84286,9606,transmembrane protein 175,100,1512,trt
JCP2022_904083,ccsbBroad304_04358,ORF010646.1_TRC304.1,pLX_304,NM_032327.3,ZDHHC16,84287,9606,zinc finger DHHC-type containing 16,100,1131,trt
JCP2022_904084,ccsbBroad304_04359,ORF010915.1_TRC304.1,pLX_304,NM_032329.6,ING5,84289,9606,inhibitor of growth family member 5,100,720,trt
JCP2022_904085,ccsbBroad304_04360,ORF016174.1_TRC304.1,pLX_304,NM_032330.3,CAPNS2,84290,9606,calpain small subunit 2,100,744,trt
JCP2022_904086,ccsbBroad304_04361,ORF013239.1_TRC304.1,pLX_304,NM_001099737.3,WDR83,84292,9606,WD repeat domain 83,100,945,trt
JCP2022_904087,ccsbBroad304_04362,ORF002992.1_TRC304.1,pLX_304,NM_032338.4,LLPH,84298,9606,"LLP homolog, long-term synaptic facilitation factor",100,387,trt
JCP2022_904088,ccsbBroad304_04363,ORF012778.1_TRC304.1,pLX_304,NM_032339.5,MIEN1,84299,9606,migration and invasion enhancer 1,100,345,trt
JCP2022_904089,ccsbBroad304_04364,ORF008129.1_TRC304.1,pLX_304,NM_032340.4,UQCC2,84300,9606,ubiquinol-cytochrome c reductase complex assembly factor 2,100,378,trt
JCP2022_904090,ccsbBroad304_04365,ORF007442.1_TRC304.1,pLX_304,NM_032342.3,PGAP4,84302,9606,post-GPI attachment to proteins GalNAc transferase 4,100,1209,trt
JCP2022_904091,ccsbBroad304_04366,ORF017633.1_TRC304.1,pLX_304,NM_032343.3,CHCHD6,84303,9606,coiled-coil-helix-coiled-coil-helix domain containing 6,100,705,trt
JCP2022_904092,ccsbBroad304_04367,ORF017543.1_TRC304.1,pLX_304,NM_001128612.2,NUDT22,84304,9606,nudix hydrolase 22,100,909,trt
JCP2022_904093,ccsbBroad304_04368,ORF001566.1_TRC304.1,pLX_304,NM_032345.3,PYM1,84305,9606,"PYM homolog 1, exon junction complex associated factor",100,612,trt
JCP2022_904094,ccsbBroad304_04369,ORF009065.1_TRC304.1,pLX_304,NM_032346.2,PDCD2L,84306,9606,programmed cell death 2 like,100,1074,trt
JCP2022_904095,ccsbBroad304_04370,ORF008229.1_TRC304.1,pLX_304,NM_032347.3,ZNF397,84307,9606,zinc finger protein 397,100,825,trt
JCP2022_904096,ccsbBroad304_04371,ORF003950.1_TRC304.1,pLX_304,NM_032349.3,NUDT16L1,84309,9606,nudix hydrolase 16 like 1,100,633,trt
JCP2022_904097,ccsbBroad304_04372,ORF011622.1_TRC304.1,pLX_304,NM_032352.4,BRMS1L,84312,9606,BRMS1 like transcriptional repressor,100,969,trt
JCP2022_904098,ccsbBroad304_04373,ORF001135.1_TRC304.1,pLX_304,NM_032353.4,VPS25,84313,9606,vacuolar protein sorting 25 homolog,100,528,trt
JCP2022_904099,ccsbBroad304_04374,ORF007408.1_TRC304.1,pLX_304,NM_183065.4,TMEM107,84314,9606,transmembrane protein 107,100,420,trt
JCP2022_904100,ccsbBroad304_04375,ORF008044.1_TRC304.1,pLX_304,NM_032356.5,NAA38,84316,9606,"N(alpha)-acetyltransferase 38, NatC auxiliary subunit",100,519,trt
JCP2022_904101,ccsbBroad304_04376,ORF008860.1_TRC304.1,pLX_304,NM_032360.4,ACBD6,84320,9606,acyl-CoA binding domain containing 6,100,846,trt
JCP2022_904102,ccsbBroad304_04377,ORF002937.1_TRC304.1,pLX_304,NM_033082.4,SARNP,84324,9606,SAP domain containing ribonucleoprotein,100,630,trt
JCP2022_904103,ccsbBroad304_04378,ORF013960.1_TRC304.1,pLX_304,NM_001040161.3,METTL26,84326,9606,methyltransferase like 26,100,321,trt
JCP2022_904104,ccsbBroad304_04379,ORF017798.1_TRC304.1,pLX_304,NM_001316973.2,LZIC,84328,9606,leucine zipper and CTNNBIP1 domain containing,100,570,trt
JCP2022_904105,ccsbBroad304_04380,ORF002653.1_TRC304.1,pLX_304,NM_001040107.2,HVCN1,84329,9606,hydrogen voltage gated channel 1,100,819,trt
JCP2022_904106,ccsbBroad304_04381,ORF016924.1_TRC304.1,pLX_304,NM_138418.4,MCRIP2,84331,9606,MAPK regulated corepressor interacting protein 2,100,480,trt
JCP2022_904107,ccsbBroad304_04382,ORF015412.1_TRC304.1,pLX_304,NM_001270041.1,DYDC2,84332,9606,DPY30 domain containing 2,100,531,trt
JCP2022_904108,ccsbBroad304_04383,ORF012300.1_TRC304.1,pLX_304,NM_001256549.1,PCGF5,84333,9606,polycomb group ring finger 5,100,768,trt
JCP2022_904109,ccsbBroad304_04384,ORF009696.1_TRC304.1,pLX_304,NM_032376.4,TMEM101,84336,9606,transmembrane protein 101,100,771,trt
JCP2022_904110,ccsbBroad304_04385,ORF014006.1_TRC304.1,pLX_304,NM_032377.3,ELOF1,84337,9606,elongation factor 1 homolog,100,249,trt
JCP2022_904111,ccsbBroad304_04386,ORF005160.1_TRC304.1,pLX_304,NM_032380.5,GFM2,84340,9606,G elongation factor mitochondrial 2,100,2337,trt
JCP2022_904112,ccsbBroad304_04387,ORF012231.1_TRC304.1,pLX_304,NM_032390.5,NIFK,84365,9606,nucleolar protein interacting with the FHA domain of MKI67,100,879,trt
JCP2022_904113,ccsbBroad304_04388,ORF007778.1_TRC304.1,pLX_304,NM_032391.3,PRAC1,84366,9606,PRAC1 small nuclear protein,100,171,trt
JCP2022_904114,ccsbBroad304_04390,ORF001305.1_TRC304.1,pLX_304,NM_032413.3,C15orf48,84419,9606,chromosome 15 open reading frame 48,100,249,trt
JCP2022_904115,ccsbBroad304_04391,ORF004068.1_TRC304.1,pLX_304,NM_032425.5,HHIPL1,84439,9606,HHIP like 1,100,1824,trt
JCP2022_904116,ccsbBroad304_04392,ORF013432.1_TRC304.1,pLX_304,NM_001318099.2,LZTS2,84445,9606,leucine zipper tumor suppressor 2,100,2007,trt
JCP2022_904117,ccsbBroad304_04393,ORF003425.1_TRC304.1,pLX_304,NM_001170766.2,LCOR,84458,9606,ligand dependent nuclear receptor corepressor,100,1218,trt
JCP2022_904118,ccsbBroad304_04394,ORF009710.1_TRC304.1,pLX_304,NM_032486.4,DCTN5,84516,9606,dynactin subunit 5,100,546,trt
JCP2022_904119,ccsbBroad304_04395,ORF016451.1_TRC304.1,pLX_304,NM_032488.4,CNFN,84518,9606,cornifelin,100,336,trt
JCP2022_904120,ccsbBroad304_04396,ORF001053.1_TRC304.1,pLX_304,NM_032497.2,ZNF559,84527,9606,zinc finger protein 559,100,1614,trt
JCP2022_904121,ccsbBroad304_04397,ORF014040.1_TRC304.1,pLX_304,NM_032499.6,C15orf41,84529,9606,chromosome 15 open reading frame 41,100,549,trt
JCP2022_904122,ccsbBroad304_04398,ORF002781.1_TRC304.1,pLX_304,NM_176792.3,MRPL43,84545,9606,mitochondrial ribosomal protein L43,100,645,trt
JCP2022_904123,ccsbBroad304_04399,ORF017611.1_TRC304.1,pLX_304,NM_001184743.1,PGBD1,84547,9606,piggyBac transposable element derived 1,100,2427,trt
JCP2022_904124,ccsbBroad304_04400,ORF007034.1_TRC304.1,pLX_304,NM_032509.4,MAK16,84549,9606,MAK16 homolog,100,900,trt
JCP2022_904125,ccsbBroad304_04402,ORF001619.1_TRC304.1,pLX_304,NM_032935.3,MT4,84560,9606,metallothionein 4,96.7,186,trt
JCP2022_904126,ccsbBroad304_04403,ORF001287.1_TRC304.1,pLX_304,NM_032522.5,ZBTB37,84614,9606,zinc finger and BTB domain containing 37,100,1083,trt
JCP2022_904127,ccsbBroad304_04404,ORF000654.1_TRC304.1,pLX_304,NM_001303524.1,TUBB6,84617,9606,tubulin beta 6 class V,100,1338,trt
JCP2022_904128,ccsbBroad304_04406,ORF017588.1_TRC304.1,pLX_304,NM_032562.5,PLA2G12B,84647,9606,phospholipase A2 group XIIB,100,585,trt
JCP2022_904129,ccsbBroad304_04407,ORF010415.1_TRC304.1,pLX_304,NM_032564.5,DGAT2,84649,9606,diacylglycerol O-acyltransferase 2,100,1164,trt
JCP2022_904130,ccsbBroad304_04408,ORF016162.1_TRC304.1,pLX_304,NM_032566.3,SPINK7,84651,9606,serine peptidase inhibitor Kazal type 7,100,255,trt
JCP2022_904131,ccsbBroad304_04409,ORF007904.1_TRC304.1,pLX_304,BC035312.1,TXLNGY,246126,9606,NA,,342,trt
JCP2022_904132,ccsbBroad304_04410,ORF002785.1_TRC304.1,pLX_304,NM_032579.2,RETNLB,84666,9606,resistin like beta,100,333,trt
JCP2022_904133,ccsbBroad304_04411,ORF012597.1_TRC304.1,pLX_304,NM_032581.4,FAM126A,84668,9606,family with sequence similarity 126 member A,100,1563,trt
